student_id,age_father,age_mother,edubg_father,edubg_mother,affiliation_father,affiliation_mother,family_income,is_only_child,live_on_campus,gathering_frequency_father,gathering_frequency_mother,family_traveling_times
d6f9111138402bb4e008b8444a4b2f5e,37,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Foreign-funded Enterprise,Sole Trader,100000-150000,Yes,No,once every day,once every day,3,
e320d0225072fb280ed4eafeed99c4b6,48,40,Secondary School (Vocatioinal Route),Higher National Diploma (full-time),Public Sector,Collective Enterprise,0-100000,Yes,No,once every day,once every day,3,
fa99baf5542c6752fb119f50c9a109d5,35,33,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Sole Trader,Public Sector,100000-150000,Yes,No,once every day,once every day,5,
02b1c1de52feec777d6d836a0dda59cf,40,40,Higher National Diploma (full-time),Higher National Diploma (part-time),Public Sector,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,1,
499f4a882f63861c1014f7ab24eb2252,41,41,Undergraduate (full-time),Undergraduate (part-time),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,4,
2b94d1ab283807377aa7325c73e5796e,39,38,Undergraduate (full-time),Undergraduate (full-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,5,
dcd528f72aeef08d65eabaf9c5e01cb6,44,41,Undergraduate (full-time),Undergraduate (full-time),Private Enterprise,Private Enterprise,300000 and above,No,No,once every day,once every day,3,
754a70b8cf52b535d969525136d063d7,40,37,Higher National Diploma (full-time),Higher National Diploma (full-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,5,
1aa6ee8f523f6357bc78d86652a26d61,42,40,Undergraduate (part-time),Undergraduate (full-time),Public Sector,Others,150000-200000,Yes,No,once every day,once every day,2,
0fa4864e4062043bd91fa4d6f68ba3ce,45,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Others,0-100000,Yes,No,once every day,once every day,2,
097c54ac8e6dede9903448495d95af14,40,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Public Sector,0-100000,Yes,No,once every month,once every day,3,
1020daed8c82c1fc8adefa5a9ba8fad1,40,39,Higher National Diploma (full-time),Higher National Diploma (part-time),Collective Enterprise,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,2,
d94927e768e44dcc907d7a26633de908,46,44,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Private Enterprise,Collective Enterprise,150000-200000,No,No,once every day,once every day,56,
4efc0cc4ef582bac2715daec4d5b36a7,46,40,Higher National Diploma (full-time),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,2,
d1a3f8b638e7bac4e36e0fe60ed59ba4,45,42,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,Private Enterprise,100000-150000,Yes,No,once every day,once every day,3,
bc8f92ef1d4e77c39c4c7e69ba847378,46,40,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Sole Trader,State-owned Enterprise,150000-200000,Yes,No,once every day,once every day,4,
f943a5ffa7079d9d9094c38b0d743fc8,36,34,Undergraduate (part-time),Secondary School (Academic Route (Junior)),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,2,
e3e08267a70f7196cd88d66e65c0b1fb,39,39,Secondary School (Vocatioinal Route),Undergraduate (part-time),Unknown,Public Sector,150000-200000,Yes,No,once every day,once every day,8,
c2969acb338e391bd8ca15216a0e405a,40,40,Higher National Diploma (part-time),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,11,
fbbd0dd370654388f1275319f03ada15,36,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,150000-200000,No,No,once every six months,once every day,5,
35f7c37e45f0b147326020eb2a02077c,43,42,Higher National Diploma (full-time),Higher National Diploma (full-time),Unknown,Others,0-100000,Yes,No,once every day,once every day,0,
6e9b68012efcb775c40793d35fae6b4e,45,37,Undergraduate (part-time),Higher National Diploma (full-time),Others,Others,100000-150000,Yes,No,once every day,once every day,7,
c4c1b1ea7cb0f3523977bf7ca22b6d00,42,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Others,0-100000,No,No,once every day,once every day,1,
9bdf18d7b2a4ba7a378b290e5426d586,36,36,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Public Sector,Public Sector,200000-250000,Yes,Yes,once every day,once every day,8,
4d11c4ccb9b0f1e8de0ed8ceed5c29c6,41,36,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,Public Sector,150000-200000,Yes,No,once every day,once every day,19,
9f356be1af40434f4d5b17359fa386fa,40,36,Undergraduate (part-time),Secondary School (Vocatioinal Route),Public Sector,Unknown,100000-150000,Yes,No,once every day,once every day,3,
c42e763581cc3149d263d65189e41230,45,41,Postgraduate,Undergraduate (part-time),State-owned Enterprise,Public Sector,200000-250000,Yes,No,once every day,once every day,3,
a139d55e85fdbbd247bd10d2e7f15fbb,41,37,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Public Sector,Private Enterprise,0-100000,Yes,No,once every week,once every day,1,
9caa1145dcdccc29de3cc3aeeb2b1124,43,41,Undergraduate (full-time),Undergraduate (full-time),Sole Trader,Unknown,100000-150000,No,No,once every day,once every six months,2,
1837b71993b6b8a171475ff1804a739d,44,38,Primary School,Higher National Diploma (part-time),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,3,
0b4b17c5015d5b3d75a22e73a8aea815,41,39,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,0,
d1269fcd03b224298c0cb4b6714d93fc,39,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,5,
2ae01221009b99b6598f6e5af0c90f6c,46,40,Undergraduate (part-time),Undergraduate (part-time),Public Sector,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,1,
f7f8b83940aa9b6b3429693f6ecacd59,42,40,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Collective Enterprise,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,1,
d1ab3892e5661746bda0c9ae9cde14f7,32,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,No,No,once every day,once every day,0,
657f0516bd07ba94262f37ca2e7a8436,38,38,Higher National Diploma (part-time),Higher National Diploma (part-time),State-owned Enterprise,Sole Trader,0-100000,Yes,No,once every day,once every day,4,
8a527d29dbf3166d6a1ba2e29f7f9fda,40,42,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Unknown,Sole Trader,100000-150000,Yes,No,once every day,once every day,2,
5da411805df7beecab190e3ac3ea5a6d,47,45,Secondary School (Academic Route (Senior)),Primary School,Sole Trader,Private Enterprise,0-100000,No,No,once every day,once every day,0,
aed058cd6c1394a56a2fe5f5672b28ce,36,36,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,1,
bd844cf26c77f10a2bbea4d1051c5f09,39,38,Primary School,Unschooled,Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,0,
039be06cc01950bb6584f5a1136d826b,40,40,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Collective Enterprise,100000-150000,Yes,Yes,once every day,once every day,15,
2d88504f64afeb73428b84e7bc0992f1,36,38,Secondary School (Academic Route (Junior)),Primary School,Collective Enterprise,Sole Trader,100000-150000,No,No,once every week,once every day,9,
f84ced8f6011674412ee4183405c5642,47,40,Postgraduate,Undergraduate (full-time),Private Enterprise,Unknown,250000-300000,Yes,No,once every day,once every day,15,
ec5c88d5088e184746e99b0adffea3a5,46,43,Undergraduate (part-time),Secondary School (Academic Route (Junior)),Unknown,Unknown,150000-200000,No,No,once every day,once every day,7,
733700350dd485018e2df56024ed1eba,39,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Others,Others,0-100000,Yes,No,once every day,once every day,5,
b87454a65f6260860f5690dad0e643b0,39,38,Undergraduate (full-time),Undergraduate (full-time),Public Sector,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,2,
5f0975cf744e17575750653529ffd433,37,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),State-owned Enterprise,Others,0-100000,No,No,once every day,once every day,0,
2278f607312bb638be8ba895663ea173,43,39,Primary School,Primary School,Others,Others,0-100000,Yes,No,once every day,once every day,3,
18606c92ce095656db0d39d1b3d9a4ea,46,45,Secondary School (Academic Route (Junior)),Primary School,Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,14,
eb156ac1a3ebbf57b320338448cc5914,40,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,2,
0876569fbe1e152fe62cbec0e1822144,40,41,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,150000-200000,No,No,once every day,once every day,6,
8a0845d598a09a8a4ccce4acf169d8de,49,45,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Sole Trader,Public Sector,250000-300000,Yes,No,once every week,once every day,3,
5e98d39adaa4d5da45f6ca0b1cc0a5e0,43,34,Unschooled,Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,Yes,once more than a year,once every month,5,
e36d71449f0af6286ae199cad5955bb4,36,35,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Collective Enterprise,Public Sector,100000-150000,No,No,once every day,once every day,10,
d77b5caed29a10a225692bbf853444e5,52,48,Higher National Diploma (full-time),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,20,
e45905c17571487778350b17f721876b,38,39,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Unknown,Unknown,100000-150000,No,No,once every day,once every day,10,
27dde3fd7c2fc34b64487b2d0bdd0dfe,44,43,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,6,
6a434f5d17bd8d3669cd68c58be8c28c,45,41,Secondary School (Academic Route (Senior)),Undergraduate (full-time),Private Enterprise,Unknown,0-100000,Yes,No,once every day,once every day,0,
b7b18085353e1cc794d4b2e5ac1e666a,40,39,Higher National Diploma (part-time),Secondary School (Academic Route (Junior)),Collective Enterprise,Collective Enterprise,100000-150000,No,No,once every day,once every day,3,
634203560d6683fb4bffc3e455b41b4a,49,46,Higher National Diploma (part-time),Secondary School (Academic Route (Senior)),Public Sector,Unknown,0-100000,Yes,Yes,once every day,once every day,5,
b3553453b445798cba6582c772830e92,36,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once more than a year,once every day,3,
979db8c4167792200b9f91b0997dca5c,42,36,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,150000-200000,Yes,No,once every week,once every day,1,
180dff5f992f8459c80fa458735adfbf,45,42,Undergraduate (part-time),Undergraduate (full-time),State-owned Enterprise,State-owned Enterprise,200000-250000,Yes,No,once every day,once every day,3,
2cb2ae434934a5b0f7b86120f6b020a2,34,37,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,150000-200000,No,No,once every day,once every day,20,
e81942979d2b62b0093daf3cd00f842a,37,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Sole Trader,0-100000,No,No,once every day,once every day,2,
a114655c2d9aeb639972f221d7add5ea,45,43,Undergraduate (part-time),Undergraduate (full-time),Unknown,Others,100000-150000,No,No,once every day,once every day,2,
3cb4f1d9d38fa0ed451d5616c99af481,37,36,Secondary School (Academic Route (Senior)),Undergraduate (part-time),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,8,
f2f7012ae5a52cf57a816a7326cd83ee,40,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,12,
b75190dd24b80ab3b8394545827b8a33,37,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Private Enterprise,Unknown,0-100000,No,No,once every day,once every day,2,
e8a16e66d5880e18e79ee31f00ac3130,35,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,2,
3e4bd503a6cc0c50a51d06c4d22cb946,40,39,Higher National Diploma (part-time),Undergraduate (part-time),Public Sector,State-owned Enterprise,150000-200000,Yes,No,once every day,once every day,1,
d625982516d591e1206e911fe4ee6f2d,40,36,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Others,Others,0-100000,Yes,No,once every day,once every day,2,
ddadf56c323f7d203601ddf86eba386a,40,40,Primary School,Primary School,Unknown,Unknown,0-100000,No,No,once every day,once every day,0,
bf7431c1025108dc6e693d55aca9e4be,53,33,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),State-owned Enterprise,Private Enterprise,100000-150000,No,No,once every day,once every day,5,
6171bdec5502d7b11ab55b9e3053b658,43,36,Undergraduate (part-time),Higher National Diploma (part-time),Unknown,Unknown,0-100000,No,No,once every day,once every day,0,
15a3856ed313e8ef6cb92b6841c64a7c,44,40,Undergraduate (part-time),Undergraduate (part-time),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,1,
c98a36dac7ffb1de963c8803982266b9,42,43,Secondary School (Vocatioinal Route),Higher National Diploma (full-time),Private Enterprise,Private Enterprise,150000-200000,Yes,No,once every day,once every day,2,
43acd8f1759e3189773265e59372fa44,40,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),State-owned Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,4,
6a22a45e87738ca3b88f9fcf33d3fa25,42,38,Secondary School (Vocatioinal Route),Undergraduate (part-time),Public Sector,State-owned Enterprise,150000-200000,Yes,No,once every month,once every day,2,
6983ff57a26f147cce3f3ea6ca308d2a,42,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every six months,2,
1907439b4d227824bd0851f24b21e9d2,41,42,Secondary School (Academic Route (Junior)),Higher National Diploma (part-time),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,1,
39436a61cecd8970df4cb4ecdb26035b,40,38,Postgraduate,Undergraduate (part-time),Others,Sole Trader,100000-150000,No,No,once every day,once every day,0,
edabdf12382e96b8e5457827619b4a63,40,39,Primary School,Primary School,Private Enterprise,Private Enterprise,0-100000,No,No,once every day,once every day,1,
987fa314a72dfe83c794435cae4075a8,40,39,Higher National Diploma (part-time),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,3,
887dd480f636c0bfdb97eb74a9fe2910,42,39,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,15,
6f34e4eaf72d3cda354a952fa619ba75,40,42,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Unknown,Unknown,150000-200000,Yes,No,once every day,once every day,13,
24717ec38e8c7dc3e5431e0eb8f5f620,40,40,Undergraduate (full-time),Undergraduate (part-time),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,0,
52bc00b08a6960dbd2bbcfdd37fac98e,39,36,Primary School,Secondary School (Academic Route (Junior)),Unknown,Unknown,100000-150000,No,No,once every day,once every day,10,
f20d055a3a720f12503450f9a50d34e3,40,40,Higher National Diploma (full-time),Higher National Diploma (full-time),Public Sector,Sole Trader,150000-200000,Yes,No,once every day,once every day,78,
200b6a8431d31412b3ab4e64fada34a3,38,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,7,
a657c8b9d1f8319f49696489a81889eb,39,38,Undergraduate (part-time),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,0-100000,No,No,once every day,once every day,1,
681f38663c759cc1e05028cb3aecd7bc,35,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,100000-150000,Yes,Yes,once every week,once every day,8,
5d3429d4aa08ed83418e8005523b7430,39,38,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Sole Trader,Private Enterprise,0-100000,Yes,No,once every week,once every week,4,
5c0133a9756d036c4ad3a3e7e6115b42,38,32,Higher National Diploma (part-time),Higher National Diploma (part-time),Public Sector,Foreign-funded Enterprise,0-100000,Yes,No,once every day,once every day,2,
87b3640ad9423332b02277c80b2c335f,54,50,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Private Enterprise,Others,0-100000,No,No,once every day,once every day,3,
6e055a077f9fc9f3b92c5fb91d8fd6ba,37,37,Undergraduate (part-time),Higher National Diploma (full-time),Public Sector,Private Enterprise,150000-200000,Yes,No,once every day,once every day,2,
6a39f6746d49f4e6624fbf338c195993,46,46,Secondary School (Academic Route (Senior)),Higher National Diploma (part-time),Sole Trader,Sole Trader,250000-300000,No,No,once more than a year,once more than a year,8,
cecf1907b1587c84b12f32bcb272cf69,35,35,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,5,
fefde8f8c499b88d101ab4994842a2b1,39,37,Higher National Diploma (part-time),Higher National Diploma (part-time),Unknown,Public Sector,0-100000,Yes,No,once every day,once every day,1,
930f593c8534e0bdfac69199c1f791e3,39,37,Higher National Diploma (full-time),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,1,
d2f10885814fe097fbd8fcbde5fa1bbf,45,44,Secondary School (Vocatioinal Route),Undergraduate (part-time),Unknown,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,2,
59fdfdc0b30cb184cf356a01756ab8a0,43,36,Higher National Diploma (part-time),Undergraduate (part-time),Private Enterprise,Others,100000-150000,Yes,No,once every day,once every day,1,
d0b6da7d76bec67561d26d051e446fd6,36,36,Higher National Diploma (full-time),Higher National Diploma (part-time),State-owned Enterprise,Public Sector,200000-250000,Yes,No,once every day,once every day,1,
e312f09d9f9f84baf44611dc8ea95b08,41,40,Undergraduate (full-time),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every week,once every day,2,
1aaf838b9f4650ec91cc638bf58a8796,52,50,Primary School,Unschooled,Unknown,Unknown,0-100000,No,No,once every day,once every day,8,
93fc5d94854fa70c4d1aef7df5160646,37,37,Undergraduate (part-time),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,Yes,once every day,once every day,6,
916f551f7f63ba9bdedab43ca1c259c2,44,40,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,3,
316e25e8dd3f999e689cca1aa508c3d7,39,36,Secondary School (Academic Route (Junior)),Primary School,Others,Others,0-100000,No,No,once every day,once every day,5,
6689869d8880367cf9c27c81eeb18725,40,40,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Unknown,Public Sector,100000-150000,No,No,once every day,once every day,1,
18870182db2409eb49e69f08cdb3e92d,39,36,Higher National Diploma (part-time),Secondary School (Academic Route (Senior)),Private Enterprise,Unknown,200000-250000,No,No,once every week,once every day,3,
a32c669444c5bec4f1013ed2e4c4d9e4,40,38,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,5,
af9d0728fcd240b0684016c6cbc57130,41,38,Undergraduate (part-time),Undergraduate (part-time),Unknown,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,8,
0292c54741cc6b93c83ce11bb98f4dcf,45,32,Secondary School (Academic Route (Senior)),Primary School,Sole Trader,Sole Trader,0-100000,No,No,once every day,once more than a year,6,
d4a691465ab71a18881ac6d0555d07b5,46,40,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Unknown,Sole Trader,100000-150000,Yes,Yes,once every week,once every day,1,
702dbf7150f14a27529e96da72a18872,45,40,Primary School,Primary School,Unknown,Unknown,300000 and above,No,No,once every day,once every day,5,
900c3ad802ce355e25ab70cf1f8b6356,42,40,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Collective Enterprise,Foreign-funded Enterprise,100000-150000,Yes,No,once more than a year,once every day,1,
a211ab052e54a4cb7000e29b95cfb8b4,40,40,Higher National Diploma (part-time),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,5,
a288233be9d81390b290ff6e27b1b1c5,38,35,Undergraduate (full-time),Secondary School (Academic Route (Senior)),Public Sector,Unknown,0-100000,No,No,once every day,once every day,0,
a292d194cf36e37c56eaf07b414d189f,38,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Public Sector,Public Sector,300000 and above,Yes,No,once every day,once every day,15,
fb6a5b41c5e77c0b1224cda50e16132b,36,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,6,
8f3ea1ac76c9cb3d64e3c2b53f69539d,35,34,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Private Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,8,
cb65e8403e9541678d3c0729d4fe32e9,41,41,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Foreign-funded Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,13,
1afed4803a3837b99bc2b790e4708388,47,43,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Sole Trader,Unknown,0-100000,No,No,once every week,once every day,4,
fe4e5a75e3eb5029a5e5c72ec6d5629b,36,33,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Others,0-100000,Yes,No,once every day,once every day,5,
61445bcc09544e42c5f42e531a69e651,41,41,Postgraduate,Postgraduate,Public Sector,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,3,
d863da2ec473ced3f93938d266393d60,44,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,4,
d8040d7b808400068b5463b532111199,37,38,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Public Sector,Private Enterprise,0-100000,Yes,No,once every day,once every day,0,
cbc24b45349e18ba23b9582186c40729,40,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Sole Trader,Private Enterprise,0-100000,Yes,No,once every day,once every day,2,
57cbd46b1ee0ab23ad274a33b9791773,42,42,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Unknown,Private Enterprise,100000-150000,Yes,No,once every day,once every day,1,
042c435cff404bb30eb3ab326a622a3f,40,35,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Others,100000-150000,Yes,No,once every day,once every day,9,
bfcb04c99e4e85a855b2021453cb5c03,38,37,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Foreign-funded Enterprise,Foreign-funded Enterprise,0-100000,Yes,No,once every day,once every day,2,
3d66dcc31f13002f98a72ec81fd158e7,43,42,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Collective Enterprise,0-100000,No,No,once every day,once every day,3,
36107ad574284346335ee38c5f2378f5,40,39,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Unknown,0-100000,Yes,No,once every day,once every day,4,
9b186a3d2e618aaa35b495a2dc3d971d,43,40,Undergraduate (full-time),Undergraduate (full-time),Public Sector,State-owned Enterprise,250000-300000,Yes,No,once every day,once every day,2,
327e16771a7881e5312c6e8f47a5e2cf,40,40,Secondary School (Vocatioinal Route),Postgraduate,Unknown,State-owned Enterprise,150000-200000,Yes,No,once every week,once every six months,1,
52cba7f9c409cb02497c2ab318c2627d,40,39,Postgraduate,Postgraduate,Public Sector,Unknown,0-100000,Yes,No,once every day,once every day,5,
0a59d7d7f0406d3af018aebe5e217788,42,41,Secondary School (Academic Route (Junior)),Primary School,Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,1,
0d9b20ae5d3c463e527024fa0549ca77,36,37,Undergraduate (full-time),Undergraduate (full-time),Private Enterprise,Sole Trader,300000 and above,No,No,once every day,once every day,5,
649a8f6eab695840583243a5240614f9,45,42,Undergraduate (full-time),Higher National Diploma (full-time),Collective Enterprise,Collective Enterprise,250000-300000,Yes,No,once every day,once every day,3,
e8c25457cf730d7df10eccb261467a55,40,39,Secondary School (Academic Route (Junior)),Unschooled,Private Enterprise,Others,150000-200000,Yes,No,once every day,once every year,0,
1b51a6b71b203e6ad8c95bcb1f7c8c56,41,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Private Enterprise,Private Enterprise,300000 and above,No,No,once every day,once every day,5,
cf015efc54e6f3e64905671fb1b5c610,40,39,Undergraduate (part-time),Undergraduate (part-time),Private Enterprise,State-owned Enterprise,300000 and above,No,No,once every day,once every day,3,
73e24ff17ec8941d6780847f7730b8b2,50,53,Higher National Diploma (full-time),Higher National Diploma (full-time),Others,Others,100000-150000,No,No,once every day,once every day,1,
edaf24627ec38fc07d2f1504ce4a1f65,37,36,Secondary School (Vocatioinal Route),Higher National Diploma (full-time),Unknown,Collective Enterprise,250000-300000,No,No,once every day,once every day,4,
c1da01bea10a16a17a0a93d7b085d258,42,36,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,2,
e057b0867e9a3777d808224c4d3c01ac,44,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,100000-150000,No,No,once every day,once every day,2,
1a591d1cd64bf2d67999d2cd174ef973,36,38,Secondary School (Academic Route (Junior)),Higher National Diploma (full-time),Unknown,Public Sector,100000-150000,Yes,No,once every day,once every day,10,
be5f401700b4d2503ba1187a1d570c44,39,38,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Unknown,Unknown,150000-200000,Yes,Yes,once every day,once every day,5,
fa45617a8905ac84d07512c7edbf50d2,45,44,Primary School,Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once more than a year,once every day,3,
28b49f9eab326af73f043b075c14e5fb,44,37,Undergraduate (full-time),Secondary School (Vocatioinal Route),Public Sector,Public Sector,300000 and above,Yes,No,once every month,once every day,3,
a60d1e9dead469901cf32900c1705aa1,40,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Collective Enterprise,150000-200000,Yes,No,once every day,once every day,5,
e4c3a947e8a3e408bd8143769d248ce1,37,33,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,No,No,once every day,once every day,5,
6047840826cfa6e976581bc4e5cf0e91,43,36,Undergraduate (part-time),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,200000-250000,Yes,No,once every day,once every day,8,
a89b9756f880bc645cd4b420be487017,41,38,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Collective Enterprise,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,4,
c41849a49f5d4f7e666576a05df2b1b2,40,40,Undergraduate (part-time),Secondary School (Academic Route (Senior)),State-owned Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,2,
